01:00 Cg ff 2
05:00 Ca ff
05:30 Ca
05:45 Cg
06:00 Ca
06:15 Cg
06:30 Ca
06:40 Cg
06:50 Ca ps
06:58 Cg
07:09 Ca
07:18 Cg
07:34 Ca
07:45 Cg
08:04 Ca
08:15 Cg
08:30 Ca
08:45 Cg
08:55 Ca
09:05 Ca
09:15 Cg
09:30 Ca
09:45 Cg
10:00 Ca
10:15 Cg
10:28 Ca
10:40 Cg
10:50 Ca
11:00 Cg
11:10 Ca
11:20 Cg
11:30 Ca
11:40 Cg
11:50 Ca ps
11:58 Cg
12:06 Ca
12:15 Cg
12:28 Ca
12:38 # Cg
12:50 Ca
13:03 Cg
13:15 Ca
13:25 Cg
13:35 Ca
13:47 Cg
14:00 Ca
14:10 Cg
14:23 Ca
14:35 Cg
14:50 Ca
15:05 Cg
15:20 Ca
15:35 Cg
15:50 Ca
16:00 Cg
16:15 Ca
16:35 Cg
16:50 Ca
17:00 Cg
17:10 Ca
17:15 Cg ps
17:25 Ca
17:35 Cg
17:50 Ca
18:00 # Cg
18:10 Ca r
18:20 Cg
18:30 Ca
18:40 Cg
18:50 Ca r
19:00 Cg
19:10 Ca
19:23 Cg
19:48 Ca
20:08 Cg
20:20 Ca
20:35 Ca
21:05 Cg
21:35 Ca ff
22:02 Big Cg
22:35 # Ca
23:05 Ca ff
23:25 Cg
23:58 = Ca ff
