223A;R LUIZ CASTAGNA R AUGUSTO RIBAS R LUIZ DURAND R TENENTE MIRANDA R EUCLIDES DA CUNHA R. PINTO BANDEIRA AV NOSSA SENHORA DAS DORES AV NOSSA SENHORA MEDIANEIRA R GENERAL NETO R RIACHUELO R ÂNGELO UGLIONE R ANDRÉ MARQUES R DOS ANDRADAS AV RIO BRANCO
223B;R LUIZ CASTAGNA R AUGUSTO RIBAS R LUIZ DURAND R TENENTE MIRANDA R EUCLIDES DA CUNHA R MAJOR DUARTE R BENJAMIN CONSTANT R TUIUTI R RIACHUELO R ÂNGELO UGLIONE R ANDRÉ MARQUES R DOS ANDRADAS AV RIO BRANCO TV FERREIRA R MARECHAL DEODORO R VISCONDE DE FERREIRA PINTO R EUCLIDES DA CUNHA R VEREADOR ANTÔNIO DIAS R GUARACI SCHMIDT TERMINAL SITIO
223C;R LUIZ CASTAGNA R AUGUSTO RIBAS R LUIZ DURAND R TENENTE MIRANDA R EUCLIDES DA CUNHA R MAJOR DUARTE R BENJAMIN CONSTANT R TUIUTI R RIACHUELO R ÂNGELO UGLIONE R ANDRÉ MARQUES R DOS ANDRADAS AV RIO BRANCO TV FERREIRA R MARECHAL DEODORO R VISCONDE DE FERREIRA PINTO R EUCLIDES DA CUNHA R VEREADOR ANTÔNIO DIAS
223D;R LUIZ CASTAGNA R AUGUSTO RIBAS R LUIZ DURAND R TENENTE MIRANDA R EUCLIDES DA CUNHA R MAJOR DUARTE R BENJAMIN CONSTANT R TUIUTI R BENJAMIN CONSTANT R BENTO GONÇALVES R PINTO BANDEIRA AV NOSSA SENHORA DAS DORES AV NOSSA SENHORA MEDIANEIRA R GENERAL NETO R RIACHUELO R ÂNGELO UGLIONE R ANDRÉ MARQUES R DOS ANDRADAS AV RIO BRANCO TV FERREIRA R MARECHAL DEODORO R VISCONDE DE FERREIRA PINTO R EUCLIDES DA CUNHA R VEREADOR ANTÔNIO DIAS R GUARACI SCHMIDT TERMINAL RINCÃO
223E;R LUIZ CASTAGNA R AUGUSTO RIBAS R LUIZ DURAND R TENENTE MIRANDA R EUCLIDES DA CUNHA R MAJOR DUARTE R BENJAMIN CONSTANT R TUIUTI R RIACHUELO R ÂNGELO UGLIONE R ANDRÉ MARQUES R DOS ANDRADAS AV RIO BRANCO
223F;R LUIZ CASTAGNA R AUGUSTO RIBAS R LUIZ DURAND R TENENTE MIRANDA R EUCLIDES DA CUNHA R PINTO BANDEIRA AV NOSSA SENHORA DAS DORES AV NOSSA SENHORA MEDIANEIRA R GENERAL NETO R RIACHUELO R ÂNGELO UGLIONE R ANDRÉ MARQUES R DOS ANDRADAS AV RIO BRANCO TV FERREIRA R MARECHAL DEODORO R VISCONDE DE FERREIRA PINTO R EUCLIDES DA CUNHA R VEREADOR ANTÔNIO DIAS R GUARACI SCHMIDT TERMINAL RINCAO
223G;R LUIZ CASTAGNA R AUGUSTO RIBAS R LUIZ DURAND R TENENTE MIRANDA R EUCLIDES DA CUNHA R MAJOR DUARTE R BENJAMIN CONSTANT R TUIUTI R BENJAMIN CONSTANT R BENTO GONÇALVES R PINTO BANDEIRA AV NOSSA SENHORA DAS DORES AV NOSSA SENHORA MEDIANEIRA R GENERAL NETO R RIACHUELO R ÂNGELO UGLIONE R ANDRÉ MARQUES R DOS ANDRADAS AV RIO BRANCO TV FERREIRA R MARECHAL DEODORO R VISCONDE DE FERREIRA PINTO R EUCLIDES DA CUNHA R VEREADOR ANTÔNIO DIAS
223H;R LUIZ CASTAGNA R AUGUSTO RIBAS R LUIZ DURAND R TENENTE MIRANDA R EUCLIDES DA CUNHA R MAJOR DUARTE R BENJAMIN CONSTANT R TUIUTI R BENJAMIN CONSTANT R BENTO GONÇALVES R PINTO BANDEIRA AV NOSSA SENHORA DAS DORES AV NOSSA SENHORA MEDIANEIRA R GENERAL NETO R RIACHUELO R ÂNGELO UGLIONE R ANDRÉ MARQUES R DOS ANDRADAS AV RIO BRANCO TV FERREIRA R MARECHAL DEODORO R VISCONDE DE FERREIRA PINTO R EUCLIDES DA CUNHA R VEREADOR ANTÔNIO DIAS R GUARACI SCHMIDT TERMINAL XANGO
223I;R LUIZ CASTAGNA R AUGUSTO RIBAS R LUIZ DURAND R TENENTE MIRANDA R EUCLIDES DA CUNHA R MAJOR DUARTE R BENJAMIN CONSTANT R TUIUTI R BENJAMIN CONSTANT R BENTO GONÇALVES R PINTO BANDEIRA AV NOSSA SENHORA DAS DORES AV NOSSA SENHORA MEDIANEIRA R GENERAL NETO R RIACHUELO R ÂNGELO UGLIONE R ANDRÉ MARQUES R DOS ANDRADAS AV RIO BRANCO TV FERREIRA R MARECHAL DEODORO R VISCONDE DE FERREIRA PINTO R EUCLIDES DA CUNHA R VEREADOR ANTÔNIO DIAS R GUARACI SCHMIDT TERMINAL SITIO
223K;RUA LUIZ CASTAGNA R AUGUSTO RIBAS R LUIZ DURAND R TENENTE MIRANDA R EUCLIDES DA CUNHA R MAJOR DUARTE R BENJAMIN CONSTANT R TUIUTI R RIACHUELO R ÂNGELO UGLIONE R ANDRÉ MARQUES R DOS ANDRADAS AV RIO BRANCO R SILVA JARDIM ANDRÉ MARQUES VALE MACHADO AV. RIO BRANCO.
223Q;R LUIZ CASTAGNA R AUGUSTO RIBAS R LUIZ DURAND R TENENTE MIRANDA R EUCLIDES DA CUNHA R. PINTO BANDEIRA AV. DORES R GENERAL NETO R RIACHUELO R ÂNGELO UGLIONE R ANDRÉ MARQUES R DOS ANDRADAS AV RIO BRANCO TV FERREIRA R MARECHAL DEODORO R VISCONDE DE FERREIRA PINTO R EUCLIDES DA CUNHA R ASSIS BRASIL
