00:00	-	237
00:30	-	237
05:45	-	237
06:00	-	237
06:15	-	237
06:25	-	237
06:40	-	237
06:55	-	237
07:07	-	237
07:20	-	237
07:25	-	237
07:40	-	237
07:50	-	237
08:00	-	237
08:10	-	237
08:20	-	237
08:30	-	237
08:40	-	237
08:50	-	237
09:00	-	237
09:10	-	237
09:20	-	237
09:30	-	237
09:40	-	237
09:55	-	237
10:10	-	237
10:25	-	237
10:40	-	237
10:55	-	237
11:10	-	237
11:25	-	237
11:40	-	237
11:55	-	237
12:10	-	237
12:25	-	237
12:40	-	237
12:55	-	237
13:10	-	237
13:25	-	237
13:40	-	237
13:55	-	237
14:10	-	237
14:25	-	237
14:40	-	237
14:53	-	237
15:10	-	237
15:25	-	237
15:40	-	237
15:55	-	237
16:10	-	237
16:25	-	237
16:40	-	237
16:55	-	237
17:10	-	237
17:25	-	237
17:40	-	237
17:55	-	237
18:10	-	237
18:25	-	237
18:40	-	237
18:55	-	237
19:10	-	237
19:20	-	237
19:32	-	237
19:43	-	237
20:00	-	237
20:20	-	237
21:00	-	237
21:30	-	237
22:00	-	237
22:30	-	237
23:05	-	237
23:30	-	237
