00:20;237
06:05;237
06:15;237
06:37;237
06:44;237
06:55;237
07:07;237
07:20;237
07:30;237
07:37;237
07:50;237
07:55;237
08:07;237
08:20;237
08:30;237
08:40;237
08:47;237
09:00;237
09:12;237
09:25;237
09:36;237
09:52;237
10:07;237
10:19;237
10:27;237
10:45;237
11:01;237
11:19;237
11:32;237
11:45;237
11:55;237
12:05;237
12:15;237
12:21;237
12:32;237
12:45;237
12:53;237
13:00;237
13:05;237
13:15;237
13:20;237
13:35;237
13:45;237
13:57;237
14:02;237
14:15;237
14:25;237
14:35;237
14:42;237
14:55;237
15:05;237
15:15;237
15:25;237
15:33;237
15:45;237
15:55;237
16:03;237
16:15;237
16:25;237
16:35;237
16:42;237
16:55;237
17:05;237
17:15;237
17:25;237
17:35;237
17:45;237
17:55;237
18:02;237
18:15;237
18:22;237
18:37;237
18:52;237
19:05;237
19:20;237
19:40;237
20:00;237
20:20;237
20:50;237
21:20;237
21:45;237
22:20;237
22:50;237
23:20;237
23:45;237
