05:30 % Mn Pt
06:00 Mn
06:05 Pt
06:25 Mn
06:30 Pt
06:40 Pt
06:55 Mn
07:00 FS Pt
07:05 Mn
07:15 Pt
07:26 Mn Vt
07:35 Pt
07:52 Mn
07:55 ^ Pt
08:10 Mn
08:10 PDAR Pt
08:25 ] Pt
08:25 Mn
08:45 Mn Vt
08:50 Pt
09:05 Mn
09:05 Pt
09:23 Mn
09:30 Pt
09:43 Mn
10:15 Mn
10:15 ] Pt
10:40 Mn
10:57 Pt
11:15 Mn
11:27 Pt
11:40 Mn
11:50 Pt
12:05 Mn
12:15 Mn
12:25 FS Pt
12:35 Mn Vt
12:45 ] Pt
13:03 Pt
13:05 Mn
13:20 Pt
13:35 Mn
13:42 Pt
13:55 FS Pt
14:05 Mn
14:15 Pt
14:35 Mn Vt
14:40 FS Pt
15:00 Mn Vl
15:25 FS Pt
15:30 Mn
16:05 Mn
16:10 FS Pt
16:15 Pt
16:30 Mn Vt
16:40 ] FS Pt
17:05 Mn
17:15 Pt
17:25 FS Pt
17:35 Mn Vl
17:45 Pt
17:55 Pt
18:00 Mn
18:10 D Mn
18:30 Mn Vt
18:45 Pt
19:10 Mn
19:30 Pt
19:45 Mn
20:05 D Mn
20:18 Mn
20:30 ^ Mn Pt
20:45 Mn Vt
21:05 Mn
21:30 Mn
21:35 D Pt
22:10 Mn
22:40 Mn Pt
23:10 Mn
